,(basal) dendrite,dataset,hemisphere_id,structure_id
0,93.68310017692029,17302_061_LjL_09072018.ano.eswc,1,507
1,93.68310017692029,17302_061_LjL_09072018.ano.eswc,1,698
2,93.68310017692029,17302_061_LjL_09072018.ano.eswc,1,695
3,93.68310017692029,17302_061_LjL_09072018.ano.eswc,1,688
4,93.68310017692029,17302_061_LjL_09072018.ano.eswc,1,567
5,93.68310017692029,17302_061_LjL_09072018.ano.eswc,1,8
6,93.68310017692029,17302_061_LjL_09072018.ano.eswc,1,997
