,(basal) dendrite,axon,dataset,hemisphere_id,structure_id
0,932.2888993812496,113.16284176492167,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,218
1,,7.467669398551721,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,1020
2,932.2888993812496,120.63051116347339,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,138
3,,26.824044474450695,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,262
4,932.2888993812496,147.45455563792407,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,856
5,932.2888993812496,149.67141630777508,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,549
6,932.2888993812496,149.67141630777508,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,1129
7,932.2888993812496,149.67141630777508,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,343
8,,158.05240097005,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,862
9,,5.475029878857932,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,893
10,,163.52743084890793,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,378
11,,113.53876718804827,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,1038
12,,113.53876718804827,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,329
13,,113.53876718804827,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,322
14,,277.06619803695617,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,453
15,,14.161727790057565,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,234
16,,60.03676574325602,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,1127
17,,74.19849353331358,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,541
18,,0.7871990063424266,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,1114
19,,57.26125966562167,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,233
20,,20.075256492279475,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,601
21,,78.12371516424358,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,402
22,,40.47593696410173,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,33
23,,208.6776288628123,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,593
24,,819.0391214763771,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,721
25,,215.51050139085854,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,821
26,,410.1060572220835,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,778
27,,1693.8092459162333,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,385
28,,6.315948794460255,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,421
29,,12.13176738707955,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,573
30,,64.73392683667467,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,613
31,,83.18164301821447,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,409
32,,10.442251082908207,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,312782636
33,,9.800894218574104,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,312782644
34,,13.812274215328237,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,312782640
35,,34.055419516810545,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,312782628
36,,9.954797845736117,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,312782586
37,,115.61693468235622,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,312782590
38,,18.571788408153292,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,312782582
39,,144.1435209362456,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,312782574
40,,2033.3135445517476,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,669
41,,72.56773961309145,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,312782620
42,,72.56773961309145,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,417
43,,72.56773961309145,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,22
44,,31.953673345077867,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,156
45,,31.953673345077867,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,1011
46,,31.953673345077867,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,247
47,,2489.0996490801863,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,315
48,,2489.0996490801863,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,695
49,,2489.0996490801863,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,688
50,,59.6561444718297,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,672
51,,59.6561444718297,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,485
52,,59.6561444718297,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,477
53,,59.6561444718297,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,623
54,,2548.755793552016,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,567
55,932.2888993812496,2698.4272098597908,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,8
56,,9.165671566180702,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,986
57,,4.265216688779106,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,484682516
58,,13.430888254959807,17302_125_WanW_SYY_LijLiu_08012018.ano.eswc,2,776
