,(basal) dendrite,axon,dataset,hemisphere_id,structure_id
0,,632.0339630572656,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,381
1,,632.0339630572656,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,323
2,,661.991671413635,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,313
3,,31.354759384876353,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,470
4,,31.354759384876353,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,290
5,,31.354759384876353,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,1097
6,,31.354759384876353,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,1129
7,,693.3464307985114,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,343
8,16.53908643758312,58.71706435697939,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,583
9,16.53908643758312,58.71706435697939,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,703
10,21.778050146340163,7.061498056896962,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,831
11,17.09518288985296,27.81567487296527,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,783
12,38.87323303619313,34.87717292986223,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,104
13,38.87323303619313,34.87717292986223,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,95
14,38.87323303619313,34.87717292986223,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,315
15,38.87323303619313,34.87717292986223,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,695
16,55.41231947377625,93.59423728684163,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,688
17,,12.127952714741241,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,342
18,,12.127952714741241,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,835
19,,95.23988261422139,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,1031
20,,95.23988261422139,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,818
21,,163.87486441861193,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,803
22,485.0258366953682,595.5812483842042,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,672
23,485.0258366953682,595.5812483842042,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,485
24,485.0258366953682,628.9838330144556,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,477
25,485.0258366953682,792.8586974330676,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,623
26,540.4381561691445,886.4529347199093,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,567
27,540.4381561691445,1579.7993655184207,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,8
28,140.249608164712,34.06231250217961,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,579
29,140.249608164712,34.06231250217961,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,956
30,140.249608164712,34.06231250217961,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,776
31,,0.7006111806637084,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,6
32,,0.7006111806637084,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,784
33,140.249608164712,34.762923682843315,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,983
34,140.249608164712,85.4596143429302,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,1009
35,680.6877643338564,1665.2589798613508,17302_006_YJ_SYY_LijLiu_07262018.ano.eswc,1,997
