,(basal) dendrite,axon,dataset,hemisphere_id,structure_id
0,,17.98073161893983,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,583
1,,17.98073161893983,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,703
2,193.19049373412608,445.1752045466766,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,862
3,5.403218287062854,88.65430991575008,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,893
4,198.59371202118894,533.8295144624267,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,378
5,198.59371202118894,533.8295144624267,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,453
6,,7.88968684453419,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,314
7,,7.88968684453419,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,111
8,,1.2847006085990742,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,831
9,,1.6760683391051894,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,783
10,,2.9607689477042634,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,104
11,,10.850455792238453,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,95
12,,2.492547181882074,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,857
13,,2.492547181882074,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,677
14,,23.676720231323355,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,662
15,10.634318935095337,393.6248674996731,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,638
16,10.634318935095337,417.30158773099646,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,1057
17,209.22803095628427,964.4741051675437,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,315
18,209.22803095628427,964.4741051675437,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,695
19,209.22803095628427,982.4548367864835,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,688
20,,68.77759372940709,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,1022
21,,68.77759372940709,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,818
22,,74.09058324345916,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,803
23,,1229.6276581398645,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,672
24,,1229.6276581398645,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,485
25,,1239.6103464863154,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,477
26,,1313.7009297297745,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,623
27,209.22803095628427,2296.155766516258,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,567
28,209.22803095628427,2296.155766516258,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,8
29,,54.67405115296591,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,579
30,,54.67405115296591,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,956
31,4.265906101082321,28.498625288760167,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,484682516
32,4.265906101082321,83.17267644172608,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,776
33,4.265906101082321,83.17267644172608,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,983
34,4.265906101082321,83.17267644172608,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,1009
35,213.4939370573666,2379.3284429579844,17302_098_MK_LijLiu_YJ_ZSJ_08162018.ano.eswc,2,997
