,(basal) dendrite,apical dendrite,axon,dataset,hemisphere_id,structure_id
0,,,615.1075037441491,17302_031_HGD_LijLiu_07062018.ano.eswc,1,381
1,,,615.1075037441491,17302_031_HGD_LijLiu_07062018.ano.eswc,1,323
2,,,27.211614094565498,17302_031_HGD_LijLiu_07062018.ano.eswc,1,374
3,,,27.211614094565498,17302_031_HGD_LijLiu_07062018.ano.eswc,1,348
4,,,691.0805401713997,17302_031_HGD_LijLiu_07062018.ano.eswc,1,313
5,,,23.19914689671446,17302_031_HGD_LijLiu_07062018.ano.eswc,1,470
6,,,58.46771600361636,17302_031_HGD_LijLiu_07062018.ano.eswc,1,364
7,,,20.522281425997406,17302_031_HGD_LijLiu_07062018.ano.eswc,1,356
8,,,58.60624917811187,17302_031_HGD_LijLiu_07062018.ano.eswc,1,194
9,,,160.79539350444009,17302_031_HGD_LijLiu_07062018.ano.eswc,1,290
10,,,167.4530374530732,17302_031_HGD_LijLiu_07062018.ano.eswc,1,1097
11,,,167.4530374530732,17302_031_HGD_LijLiu_07062018.ano.eswc,1,1129
12,,,858.5335776244729,17302_031_HGD_LijLiu_07062018.ano.eswc,1,343
13,,,37.25827572305624,17302_031_HGD_LijLiu_07062018.ano.eswc,1,342
14,,,37.25827572305624,17302_031_HGD_LijLiu_07062018.ano.eswc,1,835
15,,,46.5429749697646,17302_031_HGD_LijLiu_07062018.ano.eswc,1,1022
16,,,46.5429749697646,17302_031_HGD_LijLiu_07062018.ano.eswc,1,818
17,,,159.47637255123743,17302_031_HGD_LijLiu_07062018.ano.eswc,1,803
18,3481.879553213006,0.688697568024398,778.1631926009353,17302_031_HGD_LijLiu_07062018.ano.eswc,1,672
19,3481.879553213006,0.688697568024398,778.1631926009353,17302_031_HGD_LijLiu_07062018.ano.eswc,1,485
20,3481.879553213006,0.688697568024398,778.1631926009353,17302_031_HGD_LijLiu_07062018.ano.eswc,1,477
21,3481.879553213006,0.688697568024398,937.6395651521727,17302_031_HGD_LijLiu_07062018.ano.eswc,1,623
22,3481.879553213006,0.688697568024398,937.6395651521727,17302_031_HGD_LijLiu_07062018.ano.eswc,1,567
23,3481.879553213006,0.688697568024398,1796.1731427766456,17302_031_HGD_LijLiu_07062018.ano.eswc,1,8
24,3481.879553213006,0.688697568024398,1796.1731427766456,17302_031_HGD_LijLiu_07062018.ano.eswc,1,997
